province,census_division,census_subdivision,land_area_km2,population_2006,population_2011,population_2016,population_2021
Saskatchewan,Division No.  6,Lumsden Beach,0.46,40.0,35.0,10.0,45.0
Saskatchewan,Division No.  6,Lumsden No. 189,816.17,1612.0,1733.0,1938.0,1968.0
Saskatchewan,Division No.  6,Markinch,0.68,59.0,72.0,58.0,55.0
Saskatchewan,Division No.  6,McKillop No. 220,663.9,566.0,575.0,732.0,897.0
Saskatchewan,Division No.  6,McLean,1.32,275.0,304.0,405.0,392.0
Saskatchewan,Division No.  6,Montmartre,1.69,413.0,476.0,490.0,450.0
Saskatchewan,Division No.  6,Montmartre No. 126,817.75,503.0,488.0,483.0,350.0
Saskatchewan,Division No.  6,Muscowpetung 80,77.55,290.0,365.0,275.0,277.0
Saskatchewan,Division No.  6,North Grove,3.72,68.0,49.0,132.0,175.0
Saskatchewan,Division No.  6,North Qu'Appelle No. 187,489.53,852.0,728.0,855.0,918.0
Saskatchewan,Division No.  6,Odessa,1.08,201.0,239.0,205.0,220.0
Saskatchewan,Division No.  6,Okanese 82,52.89,187.0,226.0,175.0,213.0
Saskatchewan,Division No.  6,Pasqua 79,89.54,472.0,546.0,517.0,638.0
Saskatchewan,Division No.  6,Peepeekisis 81,100.83,488.0,497.0,491.0,510.0
Saskatchewan,Division No.  6,Pelican Pointe,0.12,23.0,15.0,28.0,38.0
Saskatchewan,Division No.  6,Pense,1.32,507.0,532.0,587.0,603.0
Saskatchewan,Division No.  6,Pense No. 160,840.18,490.0,471.0,508.0,441.0
Saskatchewan,Division No.  6,Piapot 75,112.12,448.0,464.0,516.0,677.0
Saskatchewan,Division No.  6,Pilot Butte,5.71,1872.0,1848.0,2137.0,2638.0
Saskatchewan,Division No.  6,Qu'Appelle,3.88,624.0,668.0,639.0,625.0
Saskatchewan,Division No.  6,Redburn No. 130,845.89,245.0,250.0,250.0,253.0
Saskatchewan,Division No.  6,Regina,178.81,179282.0,193100.0,215106.0,226404.0
Saskatchewan,Division No.  6,Regina Beach,3.88,1210.0,1081.0,1145.0,1292.0
Saskatchewan,Division No.  6,Rouleau,1.54,400.0,453.0,540.0,505.0
Saskatchewan,Division No.  6,Sarnia No. 221,863.89,284.0,266.0,322.0,326.0
Saskatchewan,Division No.  6,Saskatchewan Beach,1.57,155.0,213.0,258.0,322.0
Saskatchewan,Division No.  6,Sedley,1.34,319.0,337.0,358.0,367.0
Saskatchewan,Division No.  6,Sherwood No. 159,656.66,1039.0,929.0,974.0,1219.0
Saskatchewan,Division No.  6,Silton,1.06,91.0,95.0,71.0,95.0
Saskatchewan,Division No.  6,Sintaluta,2.67,98.0,120.0,119.0,124.0
Saskatchewan,Division No.  6,South Qu'Appelle No. 157,877.75,1066.0,1271.0,1275.0,1231.0
Saskatchewan,Division No.  6,Southey,1.56,711.0,778.0,804.0,832.0
Saskatchewan,Division No.  6,Standing Buffalo 78,22.89,446.0,651.0,569.0,586.0
Saskatchewan,Division No.  6,Star Blanket 83,53.17,195.0,201.0,175.0,165.0
Saskatchewan,Division No.  6,Star Blanket 83C,3.0,0.0,0.0,0.0,0.0
Saskatchewan,Division No.  6,Strasbourg,5.81,732.0,752.0,800.0,788.0
Saskatchewan,Division No.  6,Sunset Cove,0.17,26.0,25.0,18.0,21.0
Saskatchewan,Division No.  6,Treaty Four Reserve Grounds 77,0.4,0.0,10.0,0.0,10.0
Saskatchewan,Division No.  6,Tullymet No. 216,555.62,245.0,220.0,200.0,183.0
Saskatchewan,Division No.  6,Vibank,0.71,361.0,374.0,385.0,386.0
Saskatchewan,Division No.  6,Wa-Pii Moos-Toosis (White Calf) 83A,0.24,81.0,97.0,83.0,79.0
Saskatchewan,Division No.  6,Wee Too Beach,0.17,60.0,35.0,79.0,75.0
Saskatchewan,Division No.  6,White City,7.56,1113.0,1894.0,3099.0,3702.0
Saskatchewan,Division No.  6,Wilcox,1.43,222.0,339.0,264.0,261.0
Saskatchewan,Division No.  7,Aylesbury,1.31,45.0,10.0,40.0,67.0
Saskatchewan,Division No.  7,Baildon No. 131,829.56,548.0,594.0,620.0,583.0
Saskatchewan,Division No.  7,Beaver Flat,0.89,58.0,40.0,72.0,82.0
Saskatchewan,Division No.  7,Beechy,1.09,243.0,239.0,228.0,209.0
Saskatchewan,Division No.  7,Brownlee,2.57,50.0,50.0,55.0,55.0
Saskatchewan,Division No.  7,Canaan No. 225,549.95,165.0,149.0,140.0,145.0
Saskatchewan,Division No.  7,Caron No. 162,566.74,500.0,516.0,576.0,603.0
Saskatchewan,Division No.  7,Caronport,1.82,919.0,1068.0,994.0,1033.0
Saskatchewan,Division No.  7,Central Butte,2.1,372.0,365.0,372.0,416.0
Saskatchewan,Division No.  7,Chaplin,1.15,235.0,218.0,229.0,222.0
Saskatchewan,Division No.  7,Chaplin No. 164,837.96,138.0,147.0,113.0,127.0
Saskatchewan,Division No.  7,Coderre,0.85,40.0,30.0,30.0,30.0
Saskatchewan,Division No.  7,Coteau Beach,0.7,30.0,40.0,48.0,170.0
Saskatchewan,Division No.  7,Coteau No. 255,895.72,468.0,420.0,475.0,401.0
Saskatchewan,Division No.  7,Coulee No. 136,840.54,509.0,582.0,563.0,669.0
Saskatchewan,Division No.  7,Craik,3.08,408.0,453.0,392.0,405.0
Saskatchewan,Division No.  7,Craik No. 222,868.48,288.0,299.0,259.0,272.0
Saskatchewan,Division No.  7,Enfield No. 194,1003.93,301.0,270.0,226.0,268.0
Saskatchewan,Division No.  7,Ernfold,1.29,35.0,30.0,15.0,20.0
Saskatchewan,Division No.  7,Excelsior No. 166,1196.48,825.0,959.0,806.0,808.0
Saskatchewan,Division No.  7,Eyebrow,2.52,135.0,139.0,119.0,130.0
Saskatchewan,Division No.  7,Eyebrow No. 193,830.73,245.0,230.0,195.0,220.0
Saskatchewan,Division No.  7,Herbert,3.69,742.0,759.0,856.0,770.0
Saskatchewan,Division No.  7,Hillsborough No. 132,434.18,122.0,114.0,101.0,97.0
Saskatchewan,Division No.  7,Hodgeville,1.24,142.0,172.0,172.0,147.0
Saskatchewan,Division No.  7,Huron No. 223,830.68,233.0,196.0,198.0,205.0
Saskatchewan,Division No.  7,King George No. 256,820.32,234.0,217.0,226.0,178.0
Saskatchewan,Division No.  7,Lawtonia No. 135,843.24,356.0,434.0,346.0,356.0
Saskatchewan,Division No.  7,Lucky Lake,0.82,295.0,287.0,289.0,270.0
Saskatchewan,Division No.  7,Maple Bush No. 224,818.05,186.0,167.0,192.0,213.0
Saskatchewan,Division No.  7,Marquis,0.63,71.0,92.0,97.0,90.0
Saskatchewan,Division No.  7,Marquis No. 191,781.48,404.0,252.0,312.0,303.0
Saskatchewan,Division No.  7,Mistusinne,1.92,56.0,66.0,77.0,118.0
Saskatchewan,Division No.  7,Moose Jaw,65.81,32132.0,33274.0,33910.0,33665.0
Saskatchewan,Division No.  7,Moose Jaw No. 161,777.62,1228.0,1147.0,1143.0,1207.0
Saskatchewan,Division No.  7,Morse,1.54,236.0,240.0,242.0,216.0
Saskatchewan,Division No.  7,Morse No. 165,1232.65,435.0,401.0,427.0,396.0
Saskatchewan,Division No.  7,Mortlach,2.87,254.0,289.0,261.0,274.0
Saskatchewan,Division No.  7,Riverhurst,1.01,121.0,114.0,130.0,152.0
Saskatchewan,Division No.  7,Rodgers No. 133,697.18,115.0,101.0,90.0,105.0
Saskatchewan,Division No.  7,Rush Lake,0.7,50.0,65.0,53.0,55.0
Saskatchewan,Division No.  7,Shamrock,0.79,20.0,20.0,20.0,20.0
Saskatchewan,Division No.  7,Shamrock No. 134,761.86,226.0,227.0,205.0,194.0
Saskatchewan,Division No.  7,South Lake,4.95,105.0,48.0,169.0,226.0
Saskatchewan,Division No.  7,Sun Valley,2.03,128.0,46.0,118.0,154.0
Saskatchewan,Division No.  7,Tugaske,0.75,105.0,92.0,75.0,79.0
Saskatchewan,Division No.  7,Tuxford,0.68,88.0,91.0,113.0,103.0
Saskatchewan,Division No.  7,Victory No. 226,1360.62,428.0,443.0,380.0,434.0
Saskatchewan,Division No.  7,Waldeck,1.99,294.0,297.0,277.0,294.0
Saskatchewan,Division No.  7,Wheatlands No. 163,818.63,164.0,149.0,149.0,157.0
Saskatchewan,Division No.  8,Abbey,0.73,130.0,115.0,129.0,100.0
Saskatchewan,Division No.  8,Big Stick No. 141,831.87,182.0,148.0,136.0,148.0
Saskatchewan,Division No.  8,Burstall,1.09,315.0,301.0,278.0,302.0
Saskatchewan,Division No.  8,Cabri,1.36,439.0,399.0,390.0,413.0
Saskatchewan,Division No.  8,Chesterfield No. 261,1962.21,485.0,480.0,481.0,419.0
Saskatchewan,Division No.  8,Clinworth No. 230,1436.33,228.0,211.0,154.0,168.0
Saskatchewan,Division No.  8,Deer Forks No. 232,736.87,213.0,223.0,209.0,208.0
Saskatchewan,Division No.  8,Eatonia,1.6,449.0,508.0,524.0,498.0
Saskatchewan,Division No.  8,Elrose,2.89,453.0,477.0,496.0,470.0
Saskatchewan,Division No.  8,Enterprise No. 142,998.47,160.0,140.0,110.0,110.0
Saskatchewan,Division No.  8,Eston,2.65,971.0,1031.0,1061.0,972.0
Saskatchewan,Division No.  8,Fox Valley,0.7,295.0,260.0,249.0,259.0
Saskatchewan,Division No.  8,Fox Valley No. 171,1253.4,368.0,345.0,330.0,344.0
Saskatchewan,Division No.  8,Golden Prairie,0.48,35.0,35.0,30.0,30.0
Saskatchewan,Division No.  8,Gull Lake,2.4,965.0,989.0,1046.0,908.0
Saskatchewan,Division No.  8,Gull Lake No. 139,828.48,221.0,201.0,201.0,185.0
Saskatchewan,Division No.  8,Happyland No. 231,1269.18,297.0,284.0,249.0,285.0
Saskatchewan,Division No.  8,Hazlet,0.55,85.0,95.0,106.0,90.0
Saskatchewan,Division No.  8,Kyle,1.16,423.0,437.0,449.0,413.0
Saskatchewan,Division No.  8,Lacadena No. 228,1896.92,613.0,572.0,535.0,787.0
Saskatchewan,Division No.  8,Lancer,1.32,65.0,61.0,69.0,58.0
Saskatchewan,Division No.  8,Leader,1.68,881.0,821.0,863.0,881.0
Saskatchewan,Division No.  8,Mendham,0.59,35.0,35.0,30.0,25.0
Saskatchewan,Division No.  8,Miry Creek No. 229,1227.72,458.0,374.0,370.0,378.0
Saskatchewan,Division No.  8,Monet No. 257,1587.99,479.0,495.0,445.0,432.0
Saskatchewan,Division No.  8,Newcombe No. 260,1094.64,361.0,400.0,342.0,356.0
Saskatchewan,Division No.  8,Pennant,0.65,119.0,120.0,130.0,120.0
Saskatchewan,Division No.  8,Pittville No. 169,1256.42,216.0,204.0,208.0,201.0
Saskatchewan,Division No.  8,Prelate,0.82,126.0,124.0,154.0,116.0
Saskatchewan,Division No.  8,Richmound,0.48,159.0,154.0,147.0,118.0
Saskatchewan,Division No.  8,Riverside No. 168,1307.46,511.0,490.0,477.0,436.0
Saskatchewan,Division No.  8,Saskatchewan Landing No. 167,792.73,480.0,462.0,415.0,434.0
Saskatchewan,Division No.  8,Sceptre,1.33,99.0,97.0,94.0,78.0
Saskatchewan,Division No.  8,Snipe Lake No. 259,1615.91,427.0,452.0,396.0,410.0
Saskatchewan,Division No.  8,Stewart Valley,0.86,100.0,76.0,91.0,107.0
Saskatchewan,Division No.  8,Success,1.36,40.0,40.0,45.0,45.0
Saskatchewan,Division No.  8,Swift Current,29.3,14946.0,15503.0,16604.0,16750.0
Saskatchewan,Division No.  8,Swift Current No. 137,1100.47,1587.0,2032.0,1932.0,1995.0
Saskatchewan,Division No.  8,Tompkins,2.68,173.0,170.0,152.0,153.0
Saskatchewan,Division No.  8,Webb,1.23,44.0,58.0,50.0,71.0
Saskatchewan,Division No.  8,Webb No. 138,1101.92,556.0,533.0,541.0,567.0
Saskatchewan,Division No.  9,Arran,0.72,40.0,40.0,25.0,20.0
Saskatchewan,Division No.  9,Buchanan,1.13,225.0,225.0,218.0,237.0
Saskatchewan,Division No.  9,Buchanan No. 304,708.27,435.0,406.0,270.0,330.0
Saskatchewan,Division No.  9,Calder,0.75,80.0,97.0,90.0,81.0
Saskatchewan,Division No.  9,Calder No. 241,790.93,423.0,322.0,370.0,344.0
Saskatchewan,Division No.  9,Canora,7.35,2013.0,2219.0,2024.0,2092.0
Saskatchewan,Division No.  9,Clayton No. 333,1380.68,753.0,669.0,597.0,631.0
Saskatchewan,Division No.  9,Cote 64,83.92,607.0,757.0,748.0,799.0
Saskatchewan,Division No.  9,Cote No. 271,871.02,551.0,580.0,548.0,616.0
Saskatchewan,Division No.  9,Ebenezer,0.6,139.0,175.0,185.0,188.0
Saskatchewan,Division No.  9,Endeavour,1.0,118.0,94.0,65.0,75.0
Saskatchewan,Division No.  9,Garry No. 245,790.2,426.0,412.0,364.0,370.0
Saskatchewan,Division No.  9,Good Lake No. 274,773.54,748.0,684.0,747.0,930.0
Saskatchewan,Division No.  9,Hazel Dell No. 335,1358.45,611.0,511.0,515.0,511.0
Saskatchewan,Division No.  9,Hyas,0.41,111.0,114.0,65.0,89.0
Saskatchewan,Division No.  9,Insinger No. 275,808.55,373.0,325.0,315.0,305.0
Saskatchewan,Division No.  9,Invermay,1.2,262.0,247.0,273.0,272.0
Saskatchewan,Division No.  9,Invermay No. 305,694.14,379.0,334.0,325.0,269.0
Saskatchewan,Division No.  9,Kamsack,5.67,1713.0,1825.0,1898.0,1779.0
Saskatchewan,Division No.  9,Keeseekoose 66,41.13,500.0,423.0,491.0,599.0
Saskatchewan,Division No.  9,Keeseekoose 66-CA-04,2.87,0.0,0.0,0.0,0.0
Saskatchewan,Division No.  9,Keeseekoose 66-CA-05,3.94,0.0,0.0,0.0,5.0
Saskatchewan,Division No.  9,Keeseekoose 66-CA-06,3.37,0.0,0.0,0.0,0.0
Saskatchewan,Division No.  9,Keeseekoose 66-KE-04,1.44,0.0,0.0,0.0,0.0
Saskatchewan,Division No.  9,Keeseekoose 66-KE-05,2.44,0.0,0.0,5.0,20.0
Saskatchewan,Division No.  9,Keeseekoose 66A,0.04,0.0,0.0,5.0,25.0
Saskatchewan,Division No.  9,Keys No. 303,656.49,397.0,417.0,416.0,548.0
Saskatchewan,Division No.  9,Lintlaw,1.24,145.0,162.0,172.0,150.0
Saskatchewan,Division No.  9,Livingston No. 331,1326.24,355.0,311.0,281.0,281.0
Saskatchewan,Division No.  9,Norquay,1.62,412.0,435.0,434.0,420.0
Saskatchewan,Division No.  9,Orkney No. 244,770.05,1748.0,1860.0,1875.0,1883.0
Saskatchewan,Division No.  9,Pelly,0.96,287.0,283.0,285.0,255.0
Saskatchewan,Division No.  9,Preeceville,2.86,1050.0,1070.0,1125.0,1062.0
Saskatchewan,Division No.  9,Preeceville No. 334,1368.92,960.0,859.0,919.0,966.0
Saskatchewan,Division No.  9,Rama,0.67,75.0,75.0,80.0,70.0
Saskatchewan,Division No.  9,Rhein,1.08,161.0,158.0,170.0,149.0
Saskatchewan,Division No.  9,Sheho,1.88,121.0,130.0,105.0,122.0
Saskatchewan,Division No.  9,Sliding Hills No. 273,820.7,527.0,520.0,421.0,438.0
Saskatchewan,Division No.  9,Springside,0.7,513.0,534.0,502.0,478.0
Saskatchewan,Division No.  9,St. Philips No. 301,647.8,258.0,235.0,220.0,200.0
Saskatchewan,Division No.  9,Stenen,0.71,91.0,79.0,90.0,89.0
Saskatchewan,Division No.  9,Sturgis,3.15,575.0,620.0,644.0,646.0
Saskatchewan,Division No.  9,The Key 65,58.59,166.0,127.0,148.0,144.0
Saskatchewan,Division No.  9,Theodore,1.51,339.0,345.0,323.0,315.0
Saskatchewan,Division No.  9,Togo,1.44,100.0,87.0,86.0,83.0
Saskatchewan,Division No.  9,Wallace No. 243,814.69,911.0,879.0,852.0,881.0
Saskatchewan,Division No.  9,Yorkton,36.19,15038.0,15669.0,16343.0,16280.0
Saskatchewan,Division No. 10,Beardy's and Okemasis 96 and 97A,44.86,0.0,10.0,5.0,0.0
Saskatchewan,Division No. 10,Big Quill No. 308,730.34,635.0,587.0,534.0,520.0
Saskatchewan,Division No. 10,Chorney Beach,0.23,36.0,15.0,42.0,51.0
Saskatchewan,Division No. 10,Day Star 87,56.08,168.0,155.0,148.0,145.0
Saskatchewan,Division No. 10,Elfros,2.48,110.0,96.0,90.0,90.0
Saskatchewan,Division No. 10,Elfros No. 307,687.56,501.0,432.0,391.0,373.0
Saskatchewan,Division No. 10,Emerald No. 277,807.18,549.0,447.0,405.0,370.0
Saskatchewan,Division No. 10,Fishing Lake 89,33.17,381.0,489.0,406.0,506.0
Saskatchewan,Division No. 10,Foam Lake,6.04,1123.0,1148.0,1141.0,1183.0
Saskatchewan,Division No. 10,Foam Lake No. 276,1284.41,593.0,587.0,529.0,532.0
Saskatchewan,Division No. 10,Gordon 86,125.01,866.0,1017.0,837.0,763.0
Saskatchewan,Division No. 10,Hubbard,1.07,43.0,46.0,35.0,45.0
Saskatchewan,Division No. 10,Ituna,1.47,622.0,711.0,701.0,726.0
Saskatchewan,Division No. 10,Ituna Bon Accord No. 246,788.73,453.0,435.0,374.0,327.0
Saskatchewan,Division No. 10,Jansen,0.87,140.0,126.0,96.0,111.0
Saskatchewan,Division No. 10,Kelliher,2.57,257.0,216.0,217.0,244.0
Saskatchewan,Division No. 10,Kellross No. 247,809.22,390.0,362.0,395.0,396.0
Saskatchewan,Division No. 10,Lakeside No. 338,653.88,444.0,387.0,415.0,396.0
Saskatchewan,Division No. 10,Lakeview No. 337,709.1,393.0,336.0,368.0,366.0
Saskatchewan,Division No. 10,Leross,1.28,42.0,37.0,46.0,40.0
Saskatchewan,Division No. 10,Leroy,2.11,412.0,427.0,450.0,510.0
Saskatchewan,Division No. 10,Leroy No. 339,831.54,544.0,490.0,502.0,457.0
Saskatchewan,Division No. 10,Leslie Beach,0.66,30.0,23.0,41.0,110.0
Saskatchewan,Division No. 10,Margo,0.71,90.0,100.0,83.0,65.0
Saskatchewan,Division No. 10,Mount Hope No. 279,1624.57,633.0,567.0,531.0,531.0
Saskatchewan,Division No. 10,Muskowekwan 85,63.8,488.0,606.0,436.0,494.0
Saskatchewan,Division No. 10,Muskowekwan 85-1,1.4,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-10,5.26,5.0,10.0,5.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-12,2.68,0.0,0.0,0.0,5.0
Saskatchewan,Division No. 10,Muskowekwan 85-15,3.79,0.0,0.0,5.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-17,2.39,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-22,0.74,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-23,0.7,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-26,1.25,0.0,5.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-27,1.84,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-28,3.63,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-29,2.03,5.0,15.0,5.0,5.0
Saskatchewan,Division No. 10,Muskowekwan 85-2A,0.55,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-31,3.07,0.0,0.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-33,0.65,0.0,5.0,0.0,0.0
Saskatchewan,Division No. 10,Muskowekwan 85-8,0.52,0.0,5.0,5.0,0.0
Saskatchewan,Division No. 10,Poorman 88,96.51,688.0,782.0,729.0,676.0
Saskatchewan,Division No. 10,Prairie Rose No. 309,837.66,292.0,259.0,220.0,195.0
Saskatchewan,Division No. 10,Punnichy,0.68,277.0,246.0,213.0,212.0
Saskatchewan,Division No. 10,Quill Lake,1.32,413.0,409.0,387.0,377.0
Saskatchewan,Division No. 10,Quinton,0.97,108.0,111.0,101.0,89.0
Saskatchewan,Division No. 10,Raymore,2.74,581.0,568.0,575.0,507.0
Saskatchewan,Division No. 10,Sasman No. 336,984.26,960.0,818.0,765.0,813.0
Saskatchewan,Division No. 10,Semans,1.08,195.0,204.0,196.0,180.0
Saskatchewan,Division No. 10,Touchwood No. 248,684.57,287.0,267.0,343.0,373.0
Saskatchewan,Division No. 10,Wadena,2.99,1315.0,1306.0,1288.0,1269.0
Saskatchewan,Division No. 10,Watson,2.96,719.0,777.0,697.0,707.0
Saskatchewan,Division No. 10,Wynyard,5.32,1744.0,1767.0,1798.0,1724.0
Saskatchewan,Division No. 11,Allan,1.8,631.0,648.0,644.0,625.0
Saskatchewan,Division No. 11,Arm River No. 252,721.58,240.0,249.0,250.0,258.0
Saskatchewan,Division No. 11,Big Arm No. 251,689.35,237.0,200.0,191.0,184.0
Saskatchewan,Division No. 11,Bladworth,0.87,70.0,60.0,65.0,71.0
Saskatchewan,Division No. 11,Blucher No. 343,789.4,1588.0,1787.0,2006.0,1984.0
Saskatchewan,Division No. 11,Bradwell,0.42,182.0,230.0,166.0,164.0
Saskatchewan,Division No. 11,Broderick,0.77,77.0,71.0,85.0,96.0
Saskatchewan,Division No. 11,Clavet,0.86,350.0,386.0,410.0,450.0
Saskatchewan,Division No. 11,Colonsay,2.4,425.0,475.0,451.0,446.0
Saskatchewan,Division No. 11,Colonsay No. 342,548.46,275.0,240.0,269.0,260.0
Saskatchewan,Division No. 11,Corman Park No. 344,1893.24,8266.0,8354.0,8558.0,8909.0
Saskatchewan,Division No. 11,Dalmeny,3.28,1560.0,1702.0,1826.0,1766.0
Saskatchewan,Division No. 11,Davidson,4.05,958.0,1025.0,1048.0,1044.0
Saskatchewan,Division No. 11,Drake,0.64,232.0,202.0,197.0,197.0
Saskatchewan,Division No. 11,Dundurn,1.48,647.0,693.0,611.0,675.0
Saskatchewan,Division No. 11,Dundurn No. 314,799.97,632.0,1148.0,2404.0,2101.0
Saskatchewan,Division No. 11,Duval,0.67,94.0,97.0,83.0,95.0
Saskatchewan,Division No. 11,Elbow,3.96,294.0,314.0,337.0,341.0
Saskatchewan,Division No. 11,Etters Beach,0.26,15.0,30.0,30.0,40.0
Saskatchewan,Division No. 11,Glenside,0.78,86.0,59.0,76.0,73.0
Saskatchewan,Division No. 11,Govan,1.27,232.0,216.0,194.0,200.0
Saskatchewan,Division No. 11,Hanley,2.66,464.0,522.0,511.0,540.0
Saskatchewan,Division No. 11,Hawarden,1.12,75.0,50.0,52.0,50.0
Saskatchewan,Division No. 11,Imperial,1.2,321.0,349.0,360.0,372.0
Saskatchewan,Division No. 11,Kenaston,1.14,259.0,285.0,282.0,292.0
Saskatchewan,Division No. 11,Langham,4.27,1120.0,1290.0,1496.0,1518.0
Saskatchewan,Division No. 11,Lanigan,8.14,1233.0,1390.0,1377.0,1433.0
Saskatchewan,Division No. 11,Last Mountain Valley No. 250,858.96,362.0,267.0,275.0,339.0
Saskatchewan,Division No. 11,Liberty,1.42,73.0,88.0,78.0,68.0
Saskatchewan,Division No. 11,Loreburn,0.56,113.0,107.0,107.0,100.0
Saskatchewan,Division No. 11,Loreburn No. 254,958.42,350.0,346.0,327.0,380.0
Saskatchewan,Division No. 11,Lost River No. 313,549.96,188.0,209.0,242.0,252.0
Saskatchewan,Division No. 11,Manitou Beach,2.28,233.0,257.0,314.0,364.0
Saskatchewan,Division No. 11,Martensville,13.56,4978.0,7716.0,9655.0,10549.0
Saskatchewan,Division No. 11,McCraney No. 282,944.47,346.0,307.0,310.0,280.0
Saskatchewan,Division No. 11,Meacham,1.26,70.0,84.0,99.0,96.0
Saskatchewan,Division No. 11,Morris No. 312,842.62,347.0,316.0,290.0,263.0
Saskatchewan,Division No. 11,Nokomis,2.55,404.0,397.0,404.0,414.0
Saskatchewan,Division No. 11,Osler,1.62,926.0,1088.0,1237.0,1251.0
Saskatchewan,Division No. 11,Outlook,8.34,1938.0,2204.0,2279.0,2336.0
Saskatchewan,Division No. 11,Plunkett,0.67,75.0,75.0,60.0,60.0
Saskatchewan,Division No. 11,Rosedale No. 283,923.87,455.0,515.0,526.0,542.0
Saskatchewan,Division No. 11,Rudy No. 284,807.31,434.0,496.0,466.0,475.0
Saskatchewan,Division No. 11,Saskatoon,226.56,202408.0,222189.0,247201.0,266141.0
Saskatchewan,Division No. 11,Shields,0.75,172.0,220.0,288.0,351.0
Saskatchewan,Division No. 11,Simpson,1.57,118.0,131.0,127.0,131.0
Saskatchewan,Division No. 11,Strongfield,0.65,47.0,40.0,40.0,55.0
Saskatchewan,Division No. 11,Thode,0.72,156.0,157.0,157.0,163.0
Saskatchewan,Division No. 11,Usborne No. 310,806.11,566.0,547.0,529.0,511.0
Saskatchewan,Division No. 11,Viscount,1.49,251.0,252.0,232.0,282.0
Saskatchewan,Division No. 11,Viscount No. 341,828.55,386.0,371.0,338.0,320.0
Saskatchewan,Division No. 11,Warman,13.1,4769.0,7084.0,11020.0,12419.0
Saskatchewan,Division No. 11,Watrous,11.29,1743.0,1857.0,1900.0,1842.0
Saskatchewan,Division No. 11,Whitecap,19.29,235.0,351.0,451.0,511.0
Saskatchewan,Division No. 11,Willner No. 253,836.21,254.0,245.0,255.0,293.0
Saskatchewan,Division No. 11,Wolverine No. 340,828.06,480.0,464.0,480.0,511.0
Saskatchewan,Division No. 11,Wood Creek No. 281,829.78,274.0,205.0,224.0,205.0
Saskatchewan,Division No. 11,Wreford No. 280,793.3,175.0,150.0,135.0,140.0
Saskatchewan,Division No. 11,Young,2.54,263.0,239.0,244.0,253.0
Saskatchewan,Division No. 11,Zelma,0.71,30.0,35.0,35.0,28.0
Saskatchewan,Division No. 12,Asquith,1.37,576.0,603.0,639.0,624.0
Saskatchewan,Division No. 12,Battle River No. 438,1056.77,1053.0,1099.0,1074.0,1029.0
Saskatchewan,Division No. 12,Battleford,23.26,3685.0,4065.0,4429.0,4400.0
Saskatchewan,Division No. 12,Biggar,15.37,2033.0,2161.0,2226.0,2133.0
Saskatchewan,Division No. 12,Biggar No. 347,1576.09,882.0,820.0,798.0,805.0
Saskatchewan,Division No. 12,Conquest,1.0,167.0,176.0,160.0,167.0
Saskatchewan,Division No. 12,Delisle,3.33,898.0,975.0,1038.0,1024.0
Saskatchewan,Division No. 12,Dinsmore,2.55,269.0,318.0,289.0,267.0
Saskatchewan,Division No. 12,Eagle Creek No. 376,822.29,552.0,580.0,595.0,643.0
Saskatchewan,Division No. 12,Fertile Valley No. 285,1010.19,609.0,511.0,539.0,604.0
Saskatchewan,Division No. 12,Glenside No. 377,883.96,367.0,267.0,248.0,206.0
Saskatchewan,Division No. 12,Grizzly Bear's Head 110 and Lean Man 111,33.91,121.0,81.0,67.0,134.0
Saskatchewan,Division No. 12,Harris,0.89,187.0,213.0,193.0,190.0
Saskatchewan,Division No. 12,Harris No. 316,807.34,195.0,224.0,193.0,205.0
Saskatchewan,Division No. 12,Kinley,1.18,35.0,45.0,60.0,60.0
Saskatchewan,Division No. 12,Macrorie,0.72,78.0,65.0,68.0,65.0
Saskatchewan,Division No. 12,Marriott No. 317,832.54,410.0,372.0,366.0,349.0
